id,original_title,tags,vote_average,release_date
13579,The Longshots,"The Longshots The true story of Jasmine Plummer who, at the age of eleven, became the first female to play in Pop Warner football tournament in its 56-year history. Drama Family ",6.5,2008-08-22
20024,The End of the Affair,"The End of the Affair On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. Bendrix's obsession with Sarah is rekindled; he succumbs to his own jealousy and arranges to have her followed. Drama bomb sex jealousy infidelity obsession world war ii passion romance cheating wife church",6.6,1999-12-03
2453,Harley Davidson and the Marlboro Man,"Harley Davidson and the Marlboro Man It's the lawless future, and renegade biker Harley Davidson (Mickey Rourke) and his surly cowboy buddy, Marlboro (Don Johnson), learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure. Action Thriller corruption harley davidson drug dealer los angeles las vegas",6.1,1991-08-23
6973,In the Valley of Elah,In the Valley of Elah A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq. History Drama Thriller Crime Mystery father son relationship detective war crimes patriotism homicide investigation iraq military service police cover-up disappearance murder investigation,6.6,2007-08-31
11156,Coco avant Chanel,"Coco avant Chanel 2009 biopic about the early life of Coco Chanel. Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar both. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing. Drama History fashion designer woman director",6.6,2009-04-22
354110,Forsaken,"Forsaken John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer. Western Drama ",5.8,2015-09-16
22215,Chéri,"Chéri A sumptuous dramatic comedy set in late 19th Century France, during the Belle Epoque, a period of social and cultural excess in European upper classes which ended only as the First World War erupted. Drama Comedy Romance ",5.9,2009-02-10
11632,Vanity Fair,"Vanity Fair Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her? Drama Romance london england british empire lover advancement aristocrat woman director",5.5,2004-09-01
30596,十月圍城,"十月圍城 In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks. Drama Action History assassination martial arts sword blood splatter impalement beaten to death hong kong head bashed in extreme violence violent death hook bloody fight throat slitting violence",6.5,2009-12-18
3021,1408,"1408 A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror. Horror Thriller suicide new york hotel fire hotel room wife husband relationship suicide attempt window door haunted house research ghost world painting telephone loss of daughter blood",6.5,2007-07-12
957,Spaceballs,"Spaceballs When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day? Comedy Science Fiction android lasergun swordplay temple space marine space battle space travel space mission galaxy comb altar magnet beam jam speed of light plastic surgery password shield nose spoof",6.7,1987-06-24
256917,The Water Diviner,"The Water Diviner In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace. War Drama istanbul australia post world war i farmer missing in action missing son gallipoli campaign inspired by true events",6.8,2014-12-25
251,Ghost,"Ghost Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons. Fantasy Drama Thriller Mystery Romance corruption fortune teller money transfer money laundering pottery afterlife spiritism",6.9,1990-07-12
544,There's Something About Mary,"There's Something About Mary Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her. Romance Comedy surgeon stalker romantic comedy dream girl taboo screwball comedy frisbee troubadour gross out comedy intellectual disability",6.5,1998-07-15
11395,The Santa Clause,"The Santa Clause Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas. Fantasy Drama Comedy Family holiday christmas party santa claus deal christmas tree christmas",6.3,1994-11-10
14635,The Rookie,"The Rookie Jim Morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago. Now a married-with-children high-school chemistry teacher and baseball coach in Texas, Jim's team makes a deal with him: if they win the district championship, Jim will try out with a major-league organization. The bet proves incentive enough for the team, and they go from worst to first, making it to state for the first time in the history of the school. Jim, forced to live up to his end of the deal, is nearly laughed off the try-out field--until he gets onto the mound, where he confounds the scouts (and himself) by clocking successive 98 mph fastballs, good enough for a minor-league contract with the Tampa Bay Devil Rays. Jim's still got a lot of pitches to throw before he makes it to The Show, but with his big-league dreams revived, there's no telling where he could go. Drama Family father son relationship baseball sports team sport life's dream growing up",6.5,2002-03-25
13680,The Game Plan,"The Game Plan Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child. Comedy Family american football bachelor sports team sport aerobics tween girl publicist",6.0,2007-09-28
688,The Bridges of Madison County,The Bridges of Madison County Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s. Drama Romance farewell adultery love at first sight photographer wife husband relationship iowa love of one's life mother role bridge housewife love letter peasant marriage crisis photography unsociability secret love nature documentary,7.3,1995-05-28
11090,The Animal,"The Animal When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat. Action Comedy dream employee car crash scientist police officer organ donation aftercreditsstinger virility",4.6,2001-06-01
783,Gandhi,"Gandhi In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed. Drama History muslim indian lead demonstration world war ii imprisonment release from prison south africa bravery hunger strike colony morning prayer hindu independence british army political negotiations conference nonviolent resistance apartheid british empire protest independence movement bombay india strike freedom prayer world religion hinduism mahatma gandhi calcutta",7.4,1982-11-30
228194,The Hundred-Foot Journey,The Hundred-Foot Journey A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant. Drama france based on novel indian lead restaurant family,7.3,2014-08-06
1642,The Net,"The Net Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ... Crime Drama Mystery Thriller Action cheating new identity computer virus chase computer stalking",5.6,1995-07-28
10950,I Am Sam,"I Am Sam Sam has the mental capacity of a 7-year-old. He has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations start to become a problem and the authorities take her away. Sam shames high-priced lawyer Rita into taking his case pro bono and in turn teaches her the value of love and family. Drama foster parents pro bono new baby social services learning coffee shop manager pizza hut children's book locked door mentally handicapped man child custody woman director",7.2,2001-12-28
235260,Son of God,"Son of God The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection. Drama biography resurrection",5.9,2014-02-28
277,Underworld,"Underworld Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war. Fantasy Action Thriller budapest subway love of one's life vampire bite descendant hostility shootout werewolf blunt fang vamp",6.6,2003-09-19
8999,Derailed,"Derailed When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families. Drama Thriller prison chicago rape based on novel hotel room wife husband relationship anonymous letter blackmail family's daily life letter business man relationship problems man between two women revenge deception beating violence wallet extramarital affair embezzlement advertising executive flashback abortion commuter train",6.1,2005-11-11
11323,The Informant!,"The Informant! A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion. Drama Comedy Crime agriculture company witness to murder",6.0,2009-09-18
10445,Shadowlands,"Shadowlands C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham Drama Romance bachelor stroke of fate brother oxford author falling in love",6.8,1993-12-25
11453,Deuce Bigalow: European Gigolo,Deuce Bigalow: European Gigolo Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name. Comedy painter amsterdam dolphin europe pimp fetish gigolo wig snorkel whistle,4.7,2005-08-06
146239,Delivery Man,Delivery Man An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity. Comedy remake sperm donor,6.2,2013-10-10
205588,Our Kind of Traitor,"Our Kind of Traitor A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps. Thriller based on novel woman director",6.0,2016-05-05
10878,Saving Silverman,"Saving Silverman A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band. Comedy Crime Romance female nudity harassment male friendship dark comedy director cameo duringcreditsstinger",5.4,2001-02-09
82650,Diary of a Wimpy Kid: Dog Days,"Diary of a Wimpy Kid: Dog Days School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer? Comedy Family best friend sweet sixteen duringcreditsstinger",6.0,2012-08-02
10279,Summer of Sam,"Summer of Sam Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American South Bronx neighborhood who live in fear and distrust of one another. Thriller Drama Crime Romance distrust intolerance punk rock italian american summer bigotry bronx",6.3,1999-07-02
2294,Jay and Silent Bob Strike Back,"Jay and Silent Bob Strike Back When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production. Comedy film making jay and silent bob self mocking character is subject of comic reference to prince valiant indiana jones spoof scene monkey actor view askew gigantic hand animal experimentation",6.4,2001-08-22
2176,The Glass House,"The Glass House After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be. Drama Thriller california brother sister relationship loss of parents suspense psychological thriller orphan car accident",5.4,2001-09-14
270487,"Hail, Caesar!","Hail, Caesar! Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming. Comedy Drama Mystery journalist cat ransom kidnapping ancient rome movie in movie hollywood period drama",5.7,2016-02-05
19366,Josie and the Pussycats,"Josie and the Pussycats Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune. Comedy Music manager pop secret small town garage musician music friendship industry fame conspiracy subliminal  rock band culture woman director messages fortune record deal popular pawns",5.3,2001-04-06
204082,Homefront,"Homefront Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands. Action Thriller based on novel drug dealer ex-cop rural setting undercover cop methamphetamine motorcycle gang drug revenge motive father daughter relationship lousiana bayou",6.4,2013-11-27
24100,The Little Vampire,"The Little Vampire Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted. Family Horror based on novel vampire bite independent film fang vamp",6.1,2000-10-27
1599,I Heart Huckabees,"I Heart Huckabees A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means. Comedy Romance sex detective jealousy humor protest wife celebrity rivalry independent film religion universe anger nature husband existentialism enviroment issues",6.2,2004-09-10
5550,RoboCop 3,"RoboCop 3 The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie. Action Adventure Crime Science Fiction Thriller cyborg dystopia police sequel cyberpunk policeman robocop",4.2,1993-04-17
30379,Megiddo: The Omega Code 2,Megiddo: The Omega Code 2 Stone (the Antichrist) becomes President of the European Union and uses his seat of power to dissolve the United Nations and create a one world government called the World Union. Action Science Fiction Thriller dystopia,3.6,2001-09-07
42586,Darling Lili,"Darling Lili Set in Paris during World War I. Lili Smith/Schmidt is a German spy being requested to go under cover to help Germany during the war, to try and find out their plans. Her ""uncle"" wishes her to fulfill the operation, whereas one of his colleagues believed she is not capable of performing such an operation as she is British. She soon finds herself following Major William Larrabee's every move and spending all her time either with him or thinking of him. Her ""uncle"" realises she's in love with him but Lili is not facing that she is. Things &amp; people are coming between her true fate. But what is it... Drama Comedy Thriller Music Romance spy uncle",4.9,1970-01-01
17709,Dudley Do-Right,"Dudley Do-Right Based on the 60's-era cartoon of the same name. Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival, Snidely Whiplash, comes up with a plot to buy all the property in town, then start a phony gold rush by seeding the river with gold nuggets. Can this well-meaning (though completely incompetent) Mountie stop Whiplash's evil plan? Comedy Family Romance based on cartoon mountie",3.8,1999-08-27
287948,The Transporter Refueled,"The Transporter Refueled The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father. Thriller Action Crime transporter sequel suspense car bank heist action",5.2,2015-09-03
7548,The Libertine,"The Libertine The story of John Wilmot, a.k.a. the Earl of Rochester, a 17th century poet who famously drank and debauched his way to an early grave, only to earn posthumous critical acclaim for his life's work. Drama Romance london england sex dying and death poet theatre milieu monolog monkey alcoholic",5.9,2004-09-16
9075,Zwartboek,"Zwartboek In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance. Drama Thriller War in love with enemy netherlands world war ii prosecution",7.2,2006-09-01
11661,Joyeux Noël,"Joyeux Noël In 1914, World War I, the bloodiest war ever at that time in human history, was well under way. However on Christmas Eve, numerous sections of the Western Front called an informal, and unauthorized, truce where the various front-line soldiers of the conflict peacefully met each other in No Man's Land to share a precious pause in the carnage with a fleeting brotherhood. Romance Drama History War Music holiday world war i hostility singer singing christmas",7.2,2005-11-09
109513,Hit & Run,Hit & Run Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road. Action Comedy Romance witness protection getaway driver duringcreditsstinger,5.5,2012-08-22
12085,Mad Money,Mad Money Three female employees of the Federal Reserve plot to steal money that is about to be destroyed. Action Comedy Crime gang hoodlum woman director,5.9,2008-01-17
204922,Before I Go to Sleep,"Before I Go to Sleep A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her. Mystery Thriller amnesia therapist aggression hospital flashback",6.2,2014-09-03
38985,Sorcerer,Sorcerer Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger. Action Thriller Adventure dynamite car journey nicaragua criminal bandit explosives latin america rope bridge transport nitroglycerin oil company existentialism dangerous mission,7.4,1977-06-24
44113,Stone,"Stone Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception. Drama prison fire manipulation seduction vegetarian playground deception arson parole arsonist convict house fire",5.2,2010-10-07
21494,Molière,"Molière Molière, a down-and-out actor-cum-playwright up to his ears in debt. When the wealthy Jourdain offers to cover that debt (so that Molière's theatrical talents might help Jourdain win the heart of a certain widowed marquise), hilarity ensues. Romance Drama Comedy playwright",6.7,2007-01-31
164457,Out of the Furnace,"Out of the Furnace Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast. Thriller Drama Crime prison brother brother relationship drug dealer brother revenge drug use car accident justice family bare knuckle fighting rust belt neo-noir manslaughter social decay ptsd",6.5,2013-12-06
4566,Michael Clayton,Michael Clayton A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit. Drama Mystery Crime killing restaurant chambers of a barrister scandal pretended suicide lawsuit car bomb business ethics crooked lawyer,6.5,2007-09-28
17795,My Fellow Americans,"My Fellow Americans They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence. Comedy Drama white house usa president national security agency (nsa) danger sable writ",6.3,1996-12-20
1073,Arlington Road,Arlington Road Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door. Drama Thriller Mystery bomb terrorist fbi professor paranoia college wife politics army murder suspense neighbor agent blueprint classified neo-noir,7.0,1999-03-19
153158,Metegol,"Metegol In the small village where Amadeo lives there is no one good enough to challenge his skills at Table Football. But, while Amadeo may be a genius as a table football player in real life he's a loser. He's in love with Lara, his childhood friend, but he's so shy that he can't bring himself to confess his love for her. So he just hangs out in his quaint, timeless village. When Amadeo beats the village bully Flash at Table Football. The scene is set for an epic rivalry. Consumed with anger Flash vows to get even and 10 years later he returns as an International Superstar, a Football Icon and Galatico determined to wreak his revenge. Animation Adventure Romance soccer",6.0,2013-07-18
81836,To Rome with Love,"To Rome with Love Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man. Romance Comedy rome expatriate episodic",5.6,2012-04-20
10724,Firefox,"Firefox The Soviets have developed a revolutionary new jet fighter, called ""Firefox"". Naturally, the British are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox. Science Fiction Action Adventure Thriller flying pilot kampfjet false identity assault suspense",5.5,1982-06-13
9473,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada. Animation Comedy Music gay mount rushmore national memorial swear word mephisto hell world supremacy elementary school saddam hussein blood splatter atheist sequel surrealism friends who hate each other satan based on tv series cartoon sex child swearing visions of hell u.s. canada war shot to death adult animation south park colorado",7.1,1999-06-30
2196,Death at a Funeral,Death at a Funeral Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family. Comedy Drama brother brother relationship farewell father son relationship age difference parents kids relationship secret sadness coffin funeral gathering surprise lsd studies hallucinogen drug trip arrogance female corpse,6.9,2007-02-09
1499,Teenage Mutant Ninja Turtles III,"Teenage Mutant Ninja Turtles III The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising. Action Adventure Comedy Family Fantasy Science Fiction japan time travel ninja",5.1,1993-03-17
20857,Hardball,"Hardball An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend. Comedy Romance gay",6.3,2001-09-14
82693,Silver Linings Playbook,"Silver Linings Playbook After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife. Drama Comedy Romance dancing philadelphia running based on novel depression letter friendship neighbor mental illness ex-wife institutionalization bipolar philadelphia eagles",6.9,2012-09-08
1646,Freedom Writers,"Freedom Writers A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school. Crime Drama black people based on novel holocaust ghetto diary principal witness  biography daughter high school racial segregation anne frank school excursion idealism violence in schools racial tension gang violence based on true events",7.5,2007-01-05
44944,For Colored Girls,"For Colored Girls About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular. Drama female nudity poem rape love domestic violence womanhood",7.0,2010-11-05
4108,The Transporter,"The Transporter Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective. Action Crime Thriller car journey transportation auto human trafficking",6.6,2002-10-02
8456,Never Back Down,"Never Back Down Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy. Drama Action rebel martial arts underground fight training champion sport high school party revenge blood nemesis violence club brawl",6.4,2008-03-04
7341,The Rage: Carrie 2,"The Rage: Carrie 2 After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal. Horror Thriller Science Fiction suicide male nudity female nudity fire nudity asylum telekinesis high school swimming pool party sequel murder prom teacher decapitation blood splatter weightlifting teen suicide woman director",5.1,1999-03-11
19255,Away We Go,"Away We Go Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burt’s parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be. Drama Comedy Romance interracial relationship dead father reference to bob dylan biracial bedtime story unmarried couple medical illustrator disguised voice reference to huckleberry finn student protest sonogram expectant grandmother dead parents testicles",6.7,2009-06-05
10187,Swing Vote,"Swing Vote In a remarkable turn of events, the result of the presidential election comes down to one man's vote. Drama Comedy usa president presidential election fox news",5.8,2008-08-01
31005,Moonlight Mile,"Moonlight Mile As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life. Romance Drama ",6.5,2002-09-09
49517,Tinker Tailor Soldier Spy,"Tinker Tailor Soldier Spy Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects – all experienced, skilled and successful agents – but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment. Drama Thriller Mystery spy cold war spying espionage mole british spy",6.6,2011-09-16
44857,Molly,"Molly Molly McKay is a profoundly autistic twenty-something woman who has lived in an institution from a young age following her parents' death in a car accident. When the institution must close due budget cuts, Molly is left in the charge of her neurotypical, older brother, Buck McKay, an advertising executive and perennial bachelor. Buck allows her to undergo an experimental medical treatment, with unexpectedly drastic results. Drama Comedy Romance ",5.5,1999-10-22
50780,The Beaver,"The Beaver Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence. Drama puppet woman director",6.3,2011-02-11
16363,The Best Little Whorehouse in Texas,"The Best Little Whorehouse in Texas The town sheriff and a madame team up to stop a television evangelist from shutting down the local whorehouse, the famed ""Chicken Ranch."" Comedy brothel corset crusader musical governor tv reporter madame busty cat house based on stage musical based on adaptation based on article swearing",5.9,1982-07-23
1946,eXistenZ,eXistenZ A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged. Action Thriller Science Fiction Horror video game hacker bodyguard pop star virtual reality dystopia virtual fight,6.7,1999-04-14
85,Raiders of the Lost Ark,"Raiders of the Lost Ark When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime. Adventure Action saving the world riddle nepal himalaya cairo moses egypt whip treasure medallion leather jacket nazis hat mediterranean ark of the covenant ten commandments treasure hunt excavation swastika archaeologist indiana jones archeology ",7.7,1981-06-12
